ring_radius_km,pole_correction_km,timing_correction_km,ring_longitude_deg,observed_ring_azimuth_deg,normalized_signal_power,normal_optical_depth,phase_shift_deg,normal_optical_depth_threshold,observed_event_time_s,ring_event_time_s,spacecraft_event_time_s,observed_ring_elevation_deg
72042.5,0.107662,-0.100651,64.911879,253.408109,0.9658186,0.01303169,170.787477,4.207011,83634.3638,78637.9911,78636.9668,-22.005582
72045,0.107664,-0.100651,64.912076,253.408305,0.9634974,0.01393327,171.336578,4.207011,83634.5532,78638.1805,78637.1562,-22.005582
72047.5,0.107666,-0.100651,64.912273,253.408502,0.9609095,0.01494106,172.035113,4.207012,83634.7425,78638.3698,78637.3456,-22.005582
72050,0.107669,-0.100651,64.912478,253.408699,0.9601093,0.01525321,172.725724,4.207012,83634.9319,78638.5592,78637.5349,-22.005582
72052.5,0.107671,-0.100651,64.912668,253.408896,0.9615572,0.01468856,173.258367,4.207013,83635.1213,78638.7486,78637.7243,-22.005582
72055,0.107674,-0.100651,64.912865,253.409093,0.9636175,0.0138866,173.645352,4.207013,83635.3107,78638.9379,78637.9137,-22.005582
72057.5,0.107676,-0.100651,64.913062,253.40929,0.9637997,0.01381573,174.049613,4.207013,83635.5001,78639.1273,78638.103,-22.005582
72060,0.107679,-0.10065,64.913259,253.409486,0.9605986,0.0150623,174.578472,4.207014,83635.6894,78639.3167,78638.2924,-22.005582
72062.5,0.107681,-0.10065,64.913456,253.409683,0.9562434,0.01676499,175.168331,4.207014,83635.8788,78639.506,78638.4818,-22.005582
72065,0.107684,-0.10065,64.913654,253.40988,0.9540418,0.01762865,175.641993,4.207015,83636.0682,78639.6954,78638.6711,-22.005582
72067.5,0.107686,-0.10065,64.913851,253.410077,0.9556102,0.01701317,175.853969,4.207015,83636.2576,78639.8848,78638.8605,-22.005582
72070,0.107689,-0.10065,64.914048,253.410273,0.9595762,0.01546134,175.785559,4.207015,83636.4469,78640.0742,78639.0499,-22.005581
72072.5,0.107691,-0.10065,64.914245,253.41047,0.9636548,0.01387209,175.526297,4.207016,83636.6363,78640.2635,78639.2392,-22.005581
72075,0.107693,-0.10065,64.914442,253.410667,0.9669808,0.01258105,175.256706,4.207016,83636.8257,78640.4529,78639.4286,-22.005581
72077.5,0.107696,-0.10065,64.914639,253.410864,0.9683428,0.01205367,175.122173,4.207017,83637.0151,78640.6423,78639.618,-22.005581
72080,0.107698,-0.10065,64.914836,253.41106,0.9675078,0.01237691,175.212334,4.207017,83637.2045,78640.8316,78639.8073,-22.005581
72082.5,0.107701,-0.10065,64.915033,253.411257,0.9648607,0.0134035,175.496059,4.207018,83637.3938,78641.021,78639.9967,-22.005581
72085,0.107703,-0.10065,64.915238,253.411454,0.9611082,0.01486357,175.833675,4.207018,83637.5832,78641.2104,78640.1861,-22.005581
72087.5,0.107706,-0.10065,64.915427,253.41165,0.9580543,0.01605607,176.085059,4.207018,83637.7726,78641.3998,78640.3755,-22.005581
72090,0.107708,-0.10065,64.915624,253.411847,0.956423,0.01669463,176.177393,4.207019,83637.962,78641.5891,78640.5648,-22.005581
72092.5,0.107711,-0.10065,64.915821,253.412043,0.9559022,0.01689872,176.132167,4.207019,83638.1514,78641.7785,78640.7542,-22.005581
72095,0.107713,-0.100649,64.916018,253.41224,0.9559958,0.01686201,176.022957,4.20702,83638.3407,78641.9679,78640.9436,-22.005581
72097.5,0.107715,-0.100649,64.916215,253.412437,0.9562777,0.01675156,175.907741,4.20702,83638.5301,78642.1572,78641.1329,-22.00558
72100,0.107718,-0.100649,64.916412,253.412633,0.9565612,0.01664048,175.838654,4.20702,83638.7195,78642.3466,78641.3223,-22.00558
72102.5,0.10772,-0.100649,64.916609,253.41283,0.9559004,0.01689942,175.890399,4.207021,83638.9089,78642.536,78641.5117,-22.00558
72105,0.107723,-0.100649,64.916806,253.413026,0.9540515,0.01762485,176.15123,4.207021,83639.0983,78642.7254,78641.701,-22.00558
72107.5,0.107725,-0.100649,64.917003,253.413223,0.9521871,0.01835781,176.662948,4.207022,83639.2876,78642.9147,78641.8904,-22.00558
72110,0.107728,-0.100649,64.917208,253.413419,0.9513098,0.01870319,177.329237,4.207022,83639.477,78643.1041,78642.0798,-22.00558
72112.5,0.10773,-0.100649,64.917397,253.413616,0.9509465,0.01884631,177.972481,4.207022,83639.6664,78643.2935,78642.2692,-22.00558
72115,0.107733,-0.100649,64.917593,253.413812,0.9494484,0.01943706,178.482737,4.207023,83639.8558,78643.4828,78642.4585,-22.00558
72117.5,0.107735,-0.100649,64.917798,253.414009,0.9471154,0.02035891,178.900832,4.207023,83640.0452,78643.6722,78642.6479,-22.00558
72120,0.107737,-0.100649,64.917987,253.414205,0.9456807,0.02092693,179.341264,4.207024,83640.2346,78643.8616,78642.8373,-22.00558
72122.5,0.10774,-0.100649,64.918184,253.414402,0.946404,0.02064044,179.789921,4.207024,83640.4239,78644.051,78643.0266,-22.00558
72125,0.107742,-0.100649,64.918381,253.414598,0.9485684,0.01978451,-179.864627,4.207025,83640.6133,78644.2403,78643.216,-22.005579
72127.5,0.107745,-0.100649,64.918578,253.414795,0.9501925,0.0191435,-179.662942,4.207025,83640.8027,78644.4297,78643.4054,-22.005579
72130,0.107747,-0.100648,64.918774,253.414991,0.9502874,0.0191061,-179.511676,4.207025,83640.9921,78644.6191,78643.5948,-22.005579
72132.5,0.10775,-0.100648,64.918971,253.415187,0.9500723,0.01919093,-179.277431,4.207026,83641.1815,78644.8085,78643.7841,-22.005579
72135,0.107752,-0.100648,64.919168,253.415384,0.9508424,0.01888732,-178.949487,4.207026,83641.3708,78644.9978,78643.9735,-22.005579
72137.5,0.107755,-0.100648,64.919365,253.41558,0.9523171,0.01830665,-178.615726,4.207027,83641.5602,78645.1872,78644.1629,-22.005579
72140,0.107757,-0.100648,64.919561,253.415777,0.9536941,0.01776524,-178.350065,4.207027,83641.7496,78645.3766,78644.3522,-22.005579
72142.5,0.107759,-0.100648,64.919758,253.415973,0.9549436,0.01727465,-178.152486,4.207027,83641.939,78645.566,78644.5416,-22.005579
72145,0.107762,-0.100648,64.919955,253.416169,0.9564178,0.01669666,-178.008689,4.207028,83642.1284,78645.7553,78644.731,-22.005579
